mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,mfcc21,mfcc22,mfcc23,mfcc24,mfcc25,mfcc26,mfcc27,mfcc28,mfcc29,mfcc30,mfcc31,mfcc32,mfcc33,mfcc34,mfcc35,mfcc36,user,status,filename
-311.6714172363281,168.00572204589844,-32.97053909301758,6.296439170837402,-8.75454330444336,16.23802947998047,-14.02975845336914,-7.342730522155762,15.154204368591309,-9.486037254333496,6.111358165740967,-3.191553831100464,-5.053834438323975,0.5452717542648315,0.5579674243927002,0.5842770934104919,0.5371614694595337,0.5499584674835205,0.5127405524253845,0.4245252311229706,0.46044081449508667,0.4548192024230957,0.5689110159873962,0.6787118911743164,0.5560845732688904,15.73841025270821,10.04126663459494,12.704478371055592,14.948753422650363,15.288527360119625,19.05542598950333,26.205542773943396,0.051492256030701754,0.054054707288742065,2182.9483632058405,2801.640257002613,3875.4098992598683,0,0,20251106_1.wav
-290.9207763671875,140.88986206054688,-14.180171966552734,27.504697799682617,-16.389223098754883,2.0598976612091064,5.408174514770508,1.6176146268844604,2.592136859893799,-3.1316704750061035,5.701452732086182,-0.4820916950702667,-8.899649620056152,0.3583329916000366,0.3734830319881439,0.5541393756866455,0.5866413712501526,0.5228907465934753,0.5257412195205688,0.45117682218551636,0.2935032844543457,0.26119521260261536,0.2652236223220825,0.4514439105987549,0.5374748706817627,20.50864535841228,12.900088729240988,14.990792338037677,17.310656082032423,18.193056163302987,18.650117540034383,26.97460056532259,0.035986328125,0.09086478501558304,2388.924590699579,3146.0230119430485,5177.060546875,0,0,20251106_1111111.wav
-276.5043640136719,124.07495880126953,-12.067558288574219,28.14535140991211,-23.8911075592041,8.317668914794922,-1.5210473537445068,4.9394755363464355,3.0138843059539795,-10.625732421875,9.897455215454102,0.5619350671768188,-7.712110996246338,0.44697803258895874,0.4141009449958801,0.4560258090496063,0.39756840467453003,0.3681473433971405,0.48537373542785645,0.5371800065040588,0.42521408200263977,0.5248252153396606,0.6104131937026978,0.6862084865570068,0.5880416035652161,16.77899679017664,13.133078183018927,13.874803367017808,16.98823405463688,16.559648073834538,16.894888266200336,28.029448731729385,0.05671875,0.07302741706371307,3145.385069597985,3682.1949119401,7072.14990234375,0,0,20251106_2.wav
-303.7931823730469,166.43222045898438,-28.397472381591797,-8.111849784851074,-14.100122451782227,3.9920547008514404,-4.9218950271606445,-12.233257293701172,1.4828664064407349,3.336491107940674,-1.241174578666687,-9.278491020202637,6.181636333465576,0.4336813986301422,0.4058854579925537,0.32855671644210815,0.35851919651031494,0.4608882963657379,0.4604417085647583,0.41636958718299866,0.4406910836696625,0.49537989497184753,0.611462414264679,0.6291430592536926,0.44544628262519836,15.2393983323872,13.052569227830789,15.266469628228208,16.942749219038927,17.58197915330216,18.66746457830015,24.63656492387056,0.045400390625,0.09381195157766342,1941.146142371512,2532.0594729287695,3225.88916015625,0,0,20251106_210713241.wav
-298.66644287109375,165.42962646484375,-31.716171264648438,-11.488763809204102,-13.148688316345215,4.448408126831055,-16.171314239501953,-14.604193687438965,-0.7872840166091919,-0.8424199223518372,-5.452662467956543,-11.032257080078125,6.045734882354736,0.2854379117488861,0.28748995065689087,0.3208478093147278,0.494152307510376,0.5083761811256409,0.3621276915073395,0.40161946415901184,0.3372684121131897,0.38423633575439453,0.43692541122436523,0.43747517466545105,0.43541601300239563,14.03509400361521,11.906892732526849,15.644293971775662,17.125382689884994,16.835501880647286,18.00742504075973,25.024222639526954,0.06090545654296875,0.08110140264034271,2219.8785759131115,2610.9007710256956,3876.313018798828,0,0,20251106_210722832.wav
-347.859130859375,165.94235229492188,-17.981040954589844,-18.88143539428711,0.5439639091491699,3.005587577819824,-5.145420074462891,-14.475465774536133,-0.8578889966011047,13.114481925964355,-1.064059853553772,-8.136905670166016,4.682056427001953,0.42429834604263306,0.38318774104118347,0.305991530418396,0.3200421929359436,0.38257652521133423,0.4946540296077728,0.5766622424125671,0.5712677240371704,0.541384756565094,0.5553357005119324,0.48976680636405945,0.3792787790298462,15.740859018864445,12.692897465750868,14.273991973982772,16.220792041411766,17.292019892369474,16.846732936208024,21.71365564553985,0.04155102110745614,0.0678834542632103,1863.0529142609726,2482.5552430350103,2991.037469161184,0,0,20251106_210726942.wav
-277.86968994140625,142.23886108398438,-37.8342399597168,-2.4033429622650146,-18.768354415893555,11.252236366271973,-17.11687660217285,-7.144227981567383,7.544498443603516,-8.163999557495117,7.225852012634277,-6.531949996948242,-1.9851508140563965,0.4369288980960846,0.41007354855537415,0.4278848469257355,0.40773871541023254,0.34419432282447815,0.39675647020339966,0.4530228078365326,0.381296306848526,0.4420159161090851,0.4942582845687866,0.5473659634590149,0.60480135679245,13.585476440948918,13.081194048765402,15.99503416833712,17.171077609153215,17.084846914164014,19.271542837081324,26.799442388339806,0.06939827127659574,0.11117266863584518,2832.56786562898,3198.563667062126,5839.621426196809,0,0,20251106_210740020.wav
-315.9244384765625,148.14527893066406,-30.982799530029297,-5.875335693359375,-8.739324569702148,3.424086093902588,-11.564720153808594,-6.432750701904297,5.909013748168945,-6.816403865814209,4.168516635894775,-2.543391227722168,-6.910139083862305,0.4178999662399292,0.462663471698761,0.4264882802963257,0.4936414957046509,0.5103708505630493,0.4127790033817291,0.38385170698165894,0.3597602844238281,0.4376147985458374,0.5467926263809204,0.5663240551948547,0.45655831694602966,14.063995602850762,12.780042528145446,15.241366570094158,17.261738638568104,16.749398268016208,19.11883475312362,24.914088475452555,0.05978515625,0.08231867104768753,2414.3747764324307,2809.6117584442063,4758.62255859375,0,0,20251106_210745851.wav
-303.95440673828125,148.44517517089844,-37.14015579223633,0.3439963459968567,-13.330513954162598,-0.5599561333656311,-8.763214111328125,-8.866593360900879,7.158157825469971,-4.4006452560424805,4.738881587982178,-1.48003351688385,-4.4572272300720215,0.3971666395664215,0.39811572432518005,0.3551122546195984,0.3852321207523346,0.5202838778495789,0.5214634537696838,0.38506606221199036,0.4137822687625885,0.4537426233291626,0.5198428630828857,0.6319161057472229,0.4481147527694702,13.77812747142051,12.803090275212032,15.71178679822082,17.136381236718975,17.406212856923453,19.00685173754373,25.39202088829812,0.059482421875,0.0928412601351738,2455.2338283609615,2793.4792140770687,4396.43408203125,0,0,20251106_210801676.wav
-321.8900146484375,148.4573974609375,-28.626548767089844,-2.5559310913085938,-8.677485466003418,0.8438243865966797,-9.107217788696289,-10.622169494628906,7.148494720458984,-5.751444339752197,0.11594490706920624,-1.5752577781677246,-6.03678560256958,0.3465455174446106,0.4071972072124481,0.4406660497188568,0.47608059644699097,0.5802159309387207,0.5100539922714233,0.4320279359817505,0.43032222986221313,0.46945813298225403,0.5807961821556091,0.5223349928855896,0.35938429832458496,15.382638424063204,11.948946661644085,15.271698696898888,16.312121435850592,16.64314247566906,18.788627247767174,25.679552185463876,0.05999470648364486,0.08049818128347397,2314.7082516782916,2731.3444976165547,4409.476763288551,0,0,20251106_210805417.wav
-315.12664794921875,145.16212463378906,-29.023712158203125,-4.368497371673584,-19.20703887939453,1.173059105873108,-7.465297222137451,-8.757774353027344,6.889730453491211,-6.113216400146484,4.262629508972168,-2.6144421100616455,-5.6275315284729,0.4012095332145691,0.4235992133617401,0.35001423954963684,0.36410534381866455,0.39628851413726807,0.42504504323005676,0.4177030026912689,0.3860781192779541,0.41184327006340027,0.5743061900138855,0.6277434229850769,0.4919232428073883,14.089631592166993,13.040616757495403,15.021645738294,16.47130732916425,16.473235195049615,17.727290951418436,25.797359816884423,0.06250912675233646,0.07737822830677032,2517.7072907766023,2796.15553634423,4853.221743574766,0,0,20251106_210809327.wav
